"index_in_split"	"public_essay_id"	"public_prompt_id"	"public_user_id"	"L1"	"version"	"split"	"noop"	"n.edits"	"auto_cefr"	"human_cefr"
2564	"essay_b4a604ba8ccb0cb2"	"prompt_e4c497f7613dcf8a"	"user_ad124164c0a14fcc"	"Polish"	"final"	"train"	FALSE	19	"C2+"	"B2"
2565	"essay_e53d5622aacf6383"	"prompt_6cb0c85d60a4ef2e"	"user_a4b1031638332a61"	"Chinese"	"final"	"train"	FALSE	5	"C2"	"C1"
2566	"essay_5cd9b947101d6b9d"	"prompt_a16c7dd5b5c59b57"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	8	"B1"	"B1+"
2567	"essay_df4bec859eadb5a6"	"prompt_9564cdfd1ab47024"	"user_d883741151911575"	"Spanish"	"final"	"train"	FALSE	11	"B2+"	"B2+"
2568	"essay_93333ae615d59235"	"prompt_1a893b704d9d98d4"	"user_51bba99cffd58542"	"Italian"	"final"	"train"	FALSE	16	"C1"	"C1"
2569	"essay_2d127d94db2a1911"	"prompt_6e0152cf70e42a3a"	"user_d0b289f467542479"	"Japanese"	"final"	"train"	FALSE	14	"B1+"	"A2+"
2570	"essay_61713fcce678b4de"	"prompt_de206ba1795e8dc5"	"user_c8c9b908fe859707"	"Arabic"	"final"	"train"	FALSE	32	"B2"	"B1+"
2571	"essay_e69f1e70bcad8b90"	"prompt_179938ed5e90b50a"	"user_c1202d2312d75177"	"Polish"	"final"	"train"	FALSE	7	"B2"	"C1"
2572	"essay_4930dcce1424ceff"	"prompt_e4c497f7613dcf8a"	"user_edd8a0fc169a6b81"	"Portuguese"	"final"	"train"	FALSE	43	"B1"	"B1+"
2573	"essay_61c3b16cffb9c425"	"prompt_9975b4bd24cfacd8"	"user_edd8a0fc169a6b81"	"Portuguese"	"final"	"train"	FALSE	43	"B1+"	"B1+"
2574	"essay_ad1a01e55f0fe20f"	"prompt_046678dfe42e3068"	"user_94154d5c9f2be826"	"Italian"	"final"	"train"	FALSE	18	"C1"	"B1+"
2575	"essay_6b2d68b553e99933"	"prompt_e3b16d9c3c7b3cc8"	"user_2a2c08c5fc460b1a"	"French"	"final"	"train"	FALSE	9	"A2+"	"B1"
2576	"essay_f4b3abf56003ae31"	"prompt_7fb0941f7b739572"	"user_35a5d7db27a0e938"	"Portuguese"	"final"	"train"	FALSE	9	"B1+"	"B1"
2577	"essay_2f7930baa5821d40"	"prompt_39db840b1dee1ac1"	"user_d883741151911575"	"Spanish"	"final"	"train"	FALSE	18	"B2+"	"B2+"
2578	"essay_56e410aa7e16941d"	"prompt_179938ed5e90b50a"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	16	"B2+"	"B1+"
2579	"essay_6d212de43faf9ae6"	"prompt_2ef4e350c1009968"	"user_2793ab43c830ae5b"	"French"	"final"	"train"	FALSE	8	"A2"	"A2"
2580	"essay_0bb35975c4a47503"	"prompt_9564cdfd1ab47024"	"user_cf69bcb85e334ca2"	"Turkish"	"final"	"train"	TRUE	0	"C1"	"C1+"
2581	"essay_00831a229e432335"	"prompt_58852905890136d4"	"user_c8c9b908fe859707"	"Arabic"	"final"	"train"	FALSE	20	"B2+"	"B1+"
2582	"essay_cffc726acac8484b"	"prompt_394b6f53ecc6f98d"	"user_d883741151911575"	"Spanish"	"final"	"train"	FALSE	15	"C1"	"B2"
2583	"essay_c5084a1fd0e0c958"	"prompt_58b9f5f522c0a1ba"	"user_b109c6fd21f5821e"	"French"	"final"	"train"	FALSE	4	"C1"	"B2+"
2584	"essay_ef2d7a6abde137e1"	"prompt_82f61f70f00cce70"	"user_b2c9de7e5773c8dd"	"Turkish"	"final"	"train"	FALSE	10	"B2+"	"B2"
2585	"essay_0903d7ddefd38a9c"	"prompt_6d735aae1b87fea9"	"user_3c5b248d6cc62ba8"	"Turkish"	"final"	"train"	FALSE	4	"C1"	"C1"
2586	"essay_53aa935b5383df9c"	"prompt_29081c0eb3c823b4"	"user_d883741151911575"	"Spanish"	"final"	"train"	FALSE	14	"C1"	"B2+"
2587	"essay_c58ade70cdb40ff5"	"prompt_58852905890136d4"	"user_3c5b248d6cc62ba8"	"Turkish"	"final"	"train"	FALSE	13	"B2+"	"B2"
2588	"essay_1eb2bd245127cd70"	"prompt_87f7c87fb31b5da2"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	5	"B1"	"B1"
2589	"essay_6067308b0b14dafe"	"prompt_23ed369963fb84a1"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	13	"B1+"	"B1"
2590	"essay_7de1398128339dc1"	"prompt_9d22a5a9df98ce09"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	16	"B1+"	"B1+"
2591	"essay_6594a22cf44c2107"	"prompt_046678dfe42e3068"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	19	"B2+"	"B2"
2592	"essay_eb5a3627a174b55d"	"prompt_9564cdfd1ab47024"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	23	"B2"	"B2+"
2593	"essay_b9453a0823a3ea21"	"prompt_1a893b704d9d98d4"	"user_5f394c17153810ad"	"Italian"	"final"	"train"	FALSE	22	"B2"	"B2+"
2594	"essay_8e5ceea36fc01016"	"prompt_91626718bd3e657e"	"user_e0279583f0b7bf33"	"Spanish"	"final"	"train"	FALSE	12	"A2+"	"A2+"
2595	"essay_b85f3b8f34ac0415"	"prompt_1a893b704d9d98d4"	"user_b5ab2dbceaa4b9a7"	"Arabic"	"final"	"train"	FALSE	65	"B2"	"B1"
2596	"essay_b0b6481b2df3ef26"	"prompt_58b9f5f522c0a1ba"	"user_de6de921b320d545"	"Spanish"	"final"	"train"	FALSE	10	"B1+"	"B1+"
2597	"essay_e2dba4a9634a6c57"	"prompt_6cb0c85d60a4ef2e"	"user_b5ab2dbceaa4b9a7"	"Arabic"	"final"	"train"	FALSE	85	"B2+"	"B1"
2598	"essay_d9195817a3ba9159"	"prompt_e4c497f7613dcf8a"	"user_b109c6fd21f5821e"	"French"	"final"	"train"	FALSE	10	"B2+"	"B2+"
2599	"essay_baca5a2e1bfdee07"	"prompt_1a893b704d9d98d4"	"user_a13bbca8a843c491"	"Indonesian"	"final"	"train"	FALSE	31	"C1+"	"B2"
2600	"essay_6649009a49872648"	"prompt_305b51299790d8a8"	"user_11647e5fed37d118"	"Spanish"	"final"	"train"	FALSE	13	"B1+"	"B1+"
2601	"essay_691e1199402d068c"	"prompt_87f7c87fb31b5da2"	"user_a1febf8d9a7f2085"	"Spanish"	"final"	"train"	FALSE	7	"A2+"	"A2"
2602	"essay_a2d3e7bca081616c"	"prompt_179938ed5e90b50a"	"user_3c5b248d6cc62ba8"	"Turkish"	"final"	"train"	FALSE	6	"C1"	"B2"
2603	"essay_cb7e7a0d79e84f96"	"prompt_6748f85e7e8f36b6"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	24	"C1"	"B1+"
2604	"essay_2e09b379380fa0c5"	"prompt_6748f85e7e8f36b6"	"user_d883741151911575"	"Spanish"	"final"	"train"	FALSE	23	"B2+"	"B2"
2605	"essay_350cbddfb46a5696"	"prompt_23ed369963fb84a1"	"user_b4555ab6baecc996"	"German"	"final"	"train"	FALSE	19	"A2+"	"B1"
2606	"essay_4f073e9aea92770d"	"prompt_87f7c87fb31b5da2"	"user_51bba99cffd58542"	"Italian"	"final"	"train"	FALSE	8	"B1"	"A2+"
2607	"essay_fb674b0a568d768b"	"prompt_d3e35405e2378ac9"	"user_bf02b89af8465042"	"Vietnamese"	"final"	"train"	FALSE	48	"B2+"	"B1+"
2608	"essay_11275de418bc73b3"	"prompt_a48191f7b89e3523"	"user_3c5b248d6cc62ba8"	"Turkish"	"final"	"train"	FALSE	18	"C1"	"B2"
2609	"essay_bb526b8adb53d7ee"	"prompt_a48191f7b89e3523"	"user_025f22aecc817158"	"Portuguese"	"final"	"train"	FALSE	34	"B1+"	"B1+"
2610	"essay_1865f074a285c1c1"	"prompt_29081c0eb3c823b4"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	12	"B2+"	"B1+"
2611	"essay_f3334894abad48ab"	"prompt_39db840b1dee1ac1"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	8	"B2+"	"B2"
2612	"essay_ff52f49cca545a8d"	"prompt_5be9aa25d9f61171"	"user_e03d332f4dd621e1"	"Spanish"	"final"	"train"	FALSE	8	"C1+"	"C1+"
2613	"essay_49c4f60dadf96775"	"prompt_13020c2a757e39d5"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	20	"B2"	"B1+"
2614	"essay_ae805d5cb34728c6"	"prompt_58b9f5f522c0a1ba"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	15	"B2"	"B1+"
2615	"essay_67a3235577b4933e"	"prompt_de206ba1795e8dc5"	"user_2f4cf21f1f3d7cc1"	"Chinese"	"final"	"train"	FALSE	16	"C1"	"B2"
2616	"essay_d81925b49364b5ea"	"prompt_91626718bd3e657e"	"user_93cec5ca9bdab1db"	"Spanish"	"final"	"train"	FALSE	6	"B1+"	"B1"
2617	"essay_f1101504ceda3f44"	"prompt_394b6f53ecc6f98d"	"user_29447e6c905ccffe"	"Spanish"	"final"	"train"	FALSE	29	"C1"	"B2"
2618	"essay_9c74eb5b6eb6727a"	"prompt_029cb9051e09e186"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	4	"A2+"	"B1"
2619	"essay_8e5346ce9332df3b"	"prompt_98e191fa5bded725"	"user_a156cc953cd03a6a"	"Japanese"	"final"	"train"	FALSE	3	"B1"	"A2+"
2620	"essay_b04e228a76afdc73"	"prompt_2ef4e350c1009968"	"user_35a5d7db27a0e938"	"Portuguese"	"final"	"train"	FALSE	7	"A2"	"B1"
2621	"essay_de21d57e7d783e24"	"prompt_5be9aa25d9f61171"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	3	"B1+"	"B2+"
2622	"essay_ddfd49a408fe9e6a"	"prompt_de206ba1795e8dc5"	"user_d6379a8b0a44bf1b"	"Chinese"	"final"	"train"	FALSE	19	"B2+"	"B1+"
2623	"essay_22f755e45d7ae866"	"prompt_a48191f7b89e3523"	"user_d883741151911575"	"Spanish"	"final"	"train"	FALSE	12	"B2+"	"B2"
2624	"essay_453dac0ca998c4c2"	"prompt_719435a48902a4b5"	"user_35a5d7db27a0e938"	"Portuguese"	"final"	"train"	FALSE	4	"A2+"	"A2+"
2625	"essay_b5d8dc05854f9fe4"	"prompt_a3271cf10d32656b"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	15	"B1+"	"B1+"
2626	"essay_952828d002e5e608"	"prompt_6cb0c85d60a4ef2e"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	5	"C1"	"C1+"
2627	"essay_e2101300890f004f"	"prompt_d3e35405e2378ac9"	"user_b109c6fd21f5821e"	"French"	"final"	"train"	FALSE	9	"B2+"	"B2"
2628	"essay_f0c73b613b5e18af"	"prompt_58b9f5f522c0a1ba"	"user_2793ab43c830ae5b"	"French"	"final"	"train"	FALSE	27	"B1+"	"B1"
2629	"essay_5c51828c669b90f5"	"prompt_2ef4e350c1009968"	"user_a156cc953cd03a6a"	"Japanese"	"final"	"train"	FALSE	1	"B1"	"A2+"
2630	"essay_5051c5cc4951b3de"	"prompt_046678dfe42e3068"	"user_0551656b7dacb6d7"	"Spanish"	"final"	"train"	FALSE	40	"B1+"	"B1+"
2631	"essay_cd60253ecaa9682e"	"prompt_79d7b6720d30aa96"	"user_d324f01f47759fd0"	"Spanish"	"final"	"train"	FALSE	8	"B2+"	"B1"
2632	"essay_a1397980732e141b"	"prompt_23ed369963fb84a1"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	22	"B2+"	"B1"
2633	"essay_7d27f95b11db9aee"	"prompt_82f61f70f00cce70"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	21	"B2"	"B1+"
2634	"essay_89dcafe9cbae29af"	"prompt_4671630d1fa03592"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	4	"A2+"	"A2"
2635	"essay_24cae67fbde8cf9d"	"prompt_49f744b86a7de069"	"user_d0b289f467542479"	"Japanese"	"final"	"train"	FALSE	7	"B1+"	"A2+"
2636	"essay_cba8f38ae55ec2f1"	"prompt_91626718bd3e657e"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	11	"B2"	"B1"
2637	"essay_048e330aa6381ef0"	"prompt_79d7b6720d30aa96"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	10	"B1+"	"B1"
2638	"essay_e24e9bf7e277e75f"	"prompt_6305e66e9a1bd3db"	"user_a156cc953cd03a6a"	"Japanese"	"final"	"train"	FALSE	15	"B1"	"A2+"
2639	"essay_c738bc8a8691567c"	"prompt_30d627bea13ce859"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	14	"B2+"	"C1"
2640	"essay_094e880b9cd848d3"	"prompt_30d627bea13ce859"	"user_9593744091569326"	"Vietnamese"	"final"	"train"	FALSE	3	"C1+"	"C2"
2641	"essay_70464797e2068384"	"prompt_e3b16d9c3c7b3cc8"	"user_d0b289f467542479"	"Japanese"	"final"	"train"	FALSE	10	"A2+"	"A2+"
2642	"essay_560cabb8a1076150"	"prompt_e3b16d9c3c7b3cc8"	"user_9fc7247350fc001a"	"Vietnamese"	"final"	"train"	FALSE	5	"B1"	"A2+"
2643	"essay_24aa4ae8995b50d0"	"prompt_58b9f5f522c0a1ba"	"user_7f277c885f63ec92"	"Spanish"	"final"	"train"	FALSE	2	"C2+"	"C1+"
2644	"essay_c7eac3f720b88e31"	"prompt_13020c2a757e39d5"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	4	"B1"	"B2"
2645	"essay_e07883a653011c48"	"prompt_98e191fa5bded725"	"user_9e1ace1c55efbe65"	"Chinese"	"final"	"train"	FALSE	8	"A2"	"A2+"
2646	"essay_9b1b41c3e9937e4b"	"prompt_de206ba1795e8dc5"	"user_43a76f3854bac326"	"Chinese"	"final"	"train"	FALSE	17	"B2+"	"B1+"
2647	"essay_63b96e378af9bbcf"	"prompt_a3271cf10d32656b"	"user_b109c6fd21f5821e"	"French"	"final"	"train"	FALSE	10	"B2+"	"B2+"
2648	"essay_cfcff2fc625c8df0"	"prompt_29081c0eb3c823b4"	"user_01830be73401b13f"	"Czech"	"final"	"train"	FALSE	19	"B1+"	"B2+"
2649	"essay_d6e20930dee03b0e"	"prompt_1a893b704d9d98d4"	"user_0942a218bf139e7f"	"Portuguese"	"final"	"train"	FALSE	16	"C1+"	"C1"
2650	"essay_4e93ea084c18c76d"	"prompt_30d627bea13ce859"	"user_b5ab2dbceaa4b9a7"	"Arabic"	"final"	"train"	FALSE	64	"B2"	"A2+"
2651	"essay_6e7de619c9e931d1"	"prompt_7fb0941f7b739572"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	5	"A2+"	"B1"
2652	"essay_9dcac661bb6fdca3"	"prompt_40037060180c75db"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	10	"B1+"	"B1"
2653	"essay_ee8d38705bcd8188"	"prompt_4671630d1fa03592"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	3	"B1+"	"B1"
2654	"essay_b23c2e4f5b34759e"	"prompt_6d735aae1b87fea9"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	12	"B2+"	"B2"
2655	"essay_1de3e35940b4a20e"	"prompt_2865cfff040b541d"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	10	"C1+"	"B2"
2656	"essay_e498cea0c81f253c"	"prompt_49f744b86a7de069"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	7	"B2+"	"B1"
2657	"essay_c314d63a12f84450"	"prompt_394b6f53ecc6f98d"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	26	"C2"	"B2"
2658	"essay_84f86fd410829c53"	"prompt_6cb0c85d60a4ef2e"	"user_227358ab3e3ce9ad"	"Chinese"	"final"	"train"	FALSE	11	"C2+"	"C1+"
2659	"essay_d5e9c74e0397cec6"	"prompt_43448f28d3ce551a"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	6	"B1+"	"A2+"
2660	"essay_eee7942efa80f9c0"	"prompt_305b51299790d8a8"	"user_2f4cf21f1f3d7cc1"	"Chinese"	"final"	"train"	FALSE	23	"B2+"	"B2+"
2661	"essay_230789499f7dd863"	"prompt_43448f28d3ce551a"	"user_f2921bca0abb8bcc"	"Portuguese"	"final"	"train"	FALSE	7	"C1+"	"B2"
2662	"essay_11a9149da4504fa5"	"prompt_8e0f8cbbba514658"	"user_d883741151911575"	"Spanish"	"final"	"train"	FALSE	18	"B2"	"B2"
2663	"essay_eafa90489c7cbd01"	"prompt_43448f28d3ce551a"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	2	"A2+"	"B1"
2664	"essay_b8d2e98d914bbf2c"	"prompt_e3b16d9c3c7b3cc8"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	6	"B1+"	"B1"
2665	"essay_978b462806cf4b4c"	"prompt_6305e66e9a1bd3db"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	10	"A2+"	"A2+"
2666	"essay_a09a3a6f3bdc7599"	"prompt_98e191fa5bded725"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	4	"B2"	"B1"
2667	"essay_2d2393262ada3a3d"	"prompt_719435a48902a4b5"	"user_7962aeacc8cf82b9"	"Arabic"	"final"	"train"	FALSE	5	"A2+"	"B1"
2668	"essay_bccf2a01aba693e6"	"prompt_82f61f70f00cce70"	"user_b109c6fd21f5821e"	"French"	"final"	"train"	FALSE	17	"C1"	"B2+"
2669	"essay_532bdb164e777134"	"prompt_82f61f70f00cce70"	"user_5965c03bbf9c4230"	"Chinese"	"final"	"train"	FALSE	50	"C2"	"B2+"
2670	"essay_6ecd4afd7d8217ec"	"prompt_e4c497f7613dcf8a"	"user_0551656b7dacb6d7"	"Spanish"	"final"	"train"	FALSE	34	"B2+"	"B2"
2671	"essay_b97eae2f95894933"	"prompt_305b51299790d8a8"	"user_3c75af496e8a0185"	"Polish"	"final"	"train"	FALSE	21	"B2"	"B2"
2672	"essay_766a7d87b212b9b8"	"prompt_de206ba1795e8dc5"	"user_3c5b248d6cc62ba8"	"Turkish"	"final"	"train"	FALSE	4	"B2"	"B2"
2673	"essay_f385c7cb9c688559"	"prompt_13020c2a757e39d5"	"user_3c75af496e8a0185"	"Polish"	"final"	"train"	FALSE	18	"B2+"	"B2+"
2674	"essay_8d7ca01b75fc8445"	"prompt_5be9aa25d9f61171"	"user_1fffd27f6c13c55b"	"Polish"	"final"	"train"	FALSE	13	"C1"	"B2"
2675	"essay_1641f4b4f19c2b12"	"prompt_6d735aae1b87fea9"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	20	"B2+"	"B2"
2676	"essay_bb769da0b4366262"	"prompt_30d627bea13ce859"	"user_b31307de7d13e824"	"Arabic"	"final"	"train"	FALSE	36	"B2"	"B1+"
2677	"essay_424cab1fece4e3ea"	"prompt_82f61f70f00cce70"	"user_e626a85f032f6d02"	"Hindi"	"final"	"train"	FALSE	8	"C1+"	"C1"
2678	"essay_843bb3c37a8c2ae6"	"prompt_5be9aa25d9f61171"	"user_d883741151911575"	"Spanish"	"final"	"train"	FALSE	10	"B2+"	"B2+"
2679	"essay_179c43801a7efa76"	"prompt_a48191f7b89e3523"	"user_5826c9bcebaacb7a"	"Thai"	"final"	"train"	FALSE	42	"B1+"	"B1+"
2680	"essay_36ea3cc61076518a"	"prompt_43448f28d3ce551a"	"user_d0b289f467542479"	"Japanese"	"final"	"train"	FALSE	4	"A2+"	"A2"
2681	"essay_8c04b3f882511974"	"prompt_046678dfe42e3068"	"user_35a5d7db27a0e938"	"Portuguese"	"final"	"train"	FALSE	28	"B2"	"B1+"
2682	"essay_03fa80f5d834618d"	"prompt_e404501e9bbbc094"	"user_1fb29e27bcd4db4e"	"Arabic"	"final"	"train"	FALSE	21	"C2+"	"B2+"
2683	"essay_53cda582cedad0fd"	"prompt_43448f28d3ce551a"	"user_79bfd9334517cbc5"	"Arabic"	"final"	"train"	FALSE	12	"B1"	"B1"
2684	"essay_cb82ec0ea0ca7e60"	"prompt_e0d347fb2afea90b"	"user_d883741151911575"	"Spanish"	"final"	"train"	FALSE	16	"C1"	"B2+"
2685	"essay_37f35bd68273cc2a"	"prompt_e4c497f7613dcf8a"	"user_7761ecc6d117e2f3"	"Spanish"	"final"	"train"	FALSE	58	"B1"	"B1"
2686	"essay_5479c77243299ac3"	"prompt_9975b4bd24cfacd8"	"user_7761ecc6d117e2f3"	"Spanish"	"final"	"train"	FALSE	40	"B1"	"B1"
2687	"essay_69de1c288182f8f8"	"prompt_a48191f7b89e3523"	"user_2f4cf21f1f3d7cc1"	"Chinese"	"final"	"train"	FALSE	13	"B2+"	"B1+"
2688	"essay_9a7be6e77ec9e945"	"prompt_82f61f70f00cce70"	"user_a0bbc261b230d180"	"French"	"final"	"train"	FALSE	31	"C1+"	"B2"
2689	"essay_9b9122f672a9e86b"	"prompt_43448f28d3ce551a"	"user_2ae1aeb627250573"	"Arabic"	"final"	"train"	FALSE	4	"A2"	"A2+"
2690	"essay_b9cb7c6bbea267e5"	"prompt_de206ba1795e8dc5"	"user_b109c6fd21f5821e"	"French"	"final"	"train"	FALSE	11	"B2+"	"B2"
2691	"essay_3748c76bf3741544"	"prompt_58852905890136d4"	"user_51bba99cffd58542"	"Italian"	"final"	"train"	FALSE	23	"B2"	"B1+"
2692	"essay_a4606220521f1fed"	"prompt_de206ba1795e8dc5"	"user_73a4c0c750454708"	"French"	"final"	"train"	FALSE	19	"B2+"	"B1+"
2693	"essay_418ddf17577eff81"	"prompt_d3e35405e2378ac9"	"user_73a4c0c750454708"	"French"	"final"	"train"	FALSE	11	"B2+"	"B2"
2694	"essay_933102e65029797a"	"prompt_de206ba1795e8dc5"	"user_d5c06ba60680d8e3"	"Romanian"	"final"	"train"	FALSE	7	"C1"	"B2+"
2695	"essay_468e19ec1037e3e5"	"prompt_43448f28d3ce551a"	"user_d324f01f47759fd0"	"Spanish"	"final"	"train"	FALSE	1	"B2"	"B1+"
2696	"essay_6de876aa44b9f6ac"	"prompt_394b6f53ecc6f98d"	"user_3c5b248d6cc62ba8"	"Turkish"	"final"	"train"	FALSE	11	"C1+"	"B2+"
2697	"essay_04743c8263bb042d"	"prompt_9d22a5a9df98ce09"	"user_35a5d7db27a0e938"	"Portuguese"	"final"	"train"	FALSE	25	"B2"	"B2+"
2698	"essay_cc0fd3401138485f"	"prompt_82f61f70f00cce70"	"user_2f4cf21f1f3d7cc1"	"Chinese"	"final"	"train"	FALSE	11	"C1"	"B2+"
2699	"essay_49a947c5f06b6438"	"prompt_e0d347fb2afea90b"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	8	"B1+"	"B2"
2700	"essay_14e2da6f55d59b96"	"prompt_30d627bea13ce859"	"user_a89b017222b8b534"	"Chinese"	"final"	"train"	FALSE	7	"C1+"	"B2+"
2701	"essay_529eb9ba8d052730"	"prompt_de206ba1795e8dc5"	"user_f2921bca0abb8bcc"	"Portuguese"	"final"	"train"	FALSE	4	"B2+"	"B2+"
2702	"essay_5ca3a111f5041237"	"prompt_29081c0eb3c823b4"	"user_3c5b248d6cc62ba8"	"Turkish"	"final"	"train"	FALSE	7	"C1"	"B2+"
2703	"essay_728d29da239dfc95"	"prompt_5be9aa25d9f61171"	"user_5f394c17153810ad"	"Italian"	"final"	"train"	FALSE	9	"C1"	"B2+"
2704	"essay_c5d1a1151110df1a"	"prompt_43448f28d3ce551a"	"user_e4f9def4f4459a4f"	"Portuguese"	"final"	"train"	FALSE	2	"A2"	"A2"
2705	"essay_2db280e314805ebc"	"prompt_305b51299790d8a8"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	15	"B1+"	"B1+"
2706	"essay_64780ce22d33e3a5"	"prompt_e404501e9bbbc094"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	20	"C1"	"B1+"
2707	"essay_e9d356ef9a45ced9"	"prompt_13020c2a757e39d5"	"user_e4f9def4f4459a4f"	"Portuguese"	"final"	"train"	FALSE	11	"B2"	"B2+"
2708	"essay_5e5cdcb01a43b777"	"prompt_e404501e9bbbc094"	"user_ee83a013ad6dfd73"	"Spanish"	"final"	"train"	FALSE	25	"C2+"	"C1"
2709	"essay_421b492f7eeabf2d"	"prompt_305b51299790d8a8"	"user_72532498daf18bb7"	"Japanese"	"final"	"train"	FALSE	14	"C1"	"C1"
2710	"essay_dff6c716ddaafd32"	"prompt_de206ba1795e8dc5"	"user_e4f9def4f4459a4f"	"Portuguese"	"final"	"train"	FALSE	6	"B1+"	"B2"
2711	"essay_213db0174b89be9e"	"prompt_9564cdfd1ab47024"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	27	"B2+"	"B2"
2712	"essay_00aa00f0fc1d75bf"	"prompt_a3271cf10d32656b"	"user_65249e614135709d"	"Czech"	"final"	"train"	FALSE	25	"C1"	"B1+"
2713	"essay_c982909bbb336925"	"prompt_179938ed5e90b50a"	"user_b109c6fd21f5821e"	"French"	"final"	"train"	FALSE	13	"C1"	"C1"
2714	"essay_16268291f18f202c"	"prompt_8e0f8cbbba514658"	"user_1a1358a9ec37dc4f"	"Spanish"	"final"	"train"	FALSE	8	"B2+"	"B2+"
2715	"essay_f2228758f8e1746d"	"prompt_58b9f5f522c0a1ba"	"user_e4f9def4f4459a4f"	"Portuguese"	"final"	"train"	FALSE	9	"B2+"	"B2"
2716	"essay_02026e578a4698b7"	"prompt_394b6f53ecc6f98d"	"user_35a5d7db27a0e938"	"Portuguese"	"final"	"train"	FALSE	32	"C1"	"B2"
2717	"essay_e94254c941c0bdd6"	"prompt_6748f85e7e8f36b6"	"user_ac749b2c59e53ce2"	"Japanese"	"final"	"train"	FALSE	11	"B2+"	"B1+"
2718	"essay_26c2ae31bb16a355"	"prompt_82f61f70f00cce70"	"user_f2b2b8703c6a3b4f"	"Dutch"	"final"	"train"	FALSE	5	"B2+"	"C1"
2719	"essay_897914328396fd17"	"prompt_39db840b1dee1ac1"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	17	"B2"	"B2+"
2720	"essay_102c6e359baf4437"	"prompt_e404501e9bbbc094"	"user_6bb7c6574e6bac39"	"Polish"	"final"	"train"	FALSE	5	"C2"	"C1"
2721	"essay_daa58b281da3c191"	"prompt_13020c2a757e39d5"	"user_3c5b248d6cc62ba8"	"Turkish"	"final"	"train"	FALSE	8	"B2+"	"B2"
2722	"essay_fbec6923b488c84a"	"prompt_6748f85e7e8f36b6"	"user_35a5d7db27a0e938"	"Portuguese"	"final"	"train"	FALSE	12	"B2"	"B2"
2723	"essay_2067c3ef88968183"	"prompt_8e0f8cbbba514658"	"user_51f1eb9c60a4f386"	"Japanese"	"final"	"train"	FALSE	25	"B2"	"B2+"
2724	"essay_219e3d8184ffe47e"	"prompt_9564cdfd1ab47024"	"user_6bb7c6574e6bac39"	"Polish"	"final"	"train"	FALSE	11	"C1+"	"C1"
